Postal Code,Sales,Quantity,Discount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
75051,20.016,3,0.2,6.255,False,False,True,True,False,False,False,False,True,False
10035,899.136,4,0.2,112.392,False,False,False,False,True,True,False,False,False,False
10035,71.76,6,0.0,20.0928,False,False,False,False,True,True,False,False,False,True
10035,51.84,8,0.0,24.8832,False,False,False,False,True,True,False,False,True,False
10035,626.352,3,0.2,46.9764,False,False,False,False,True,True,False,False,False,False
10035,19.9,5,0.0,6.567,False,False,False,False,True,True,False,False,True,False
92374,14.28,7,0.0,6.7116,False,False,True,True,False,False,False,True,True,False
45011,7.408,2,0.2,1.2038,False,False,True,False,False,True,False,False,True,False
45011,6.048,3,0.2,1.5876,False,False,True,False,False,True,False,False,True,False
7090,46.26,3,0.0,12.0276,False,False,True,False,True,True,False,False,True,False
19120,2.946,2,0.7,-2.2586,False,False,True,True,False,True,False,False,True,False
19120,16.056,3,0.2,5.8203,False,False,True,True,False,True,False,False,True,False
44312,21.744,3,0.2,6.795,False,False,True,False,False,True,False,False,True,False
80219,218.75,2,0.5,-161.875,False,False,False,False,False,False,False,True,False,False
80219,2.6,1,0.2,0.2925,False,False,False,False,False,False,False,True,True,False
75220,66.284,2,0.8,-178.9668,False,True,False,False,False,False,False,False,True,False
37064,35.168,7,0.2,9.6712,False,False,True,True,False,False,True,False,False,False
90604,444.768,4,0.2,44.4768,False,False,True,False,False,False,False,True,False,True
48601,83.92,4,0.0,5.8744,False,False,True,False,False,False,False,False,True,False
48601,131.98,2,0.0,35.6346,False,False,True,False,False,False,False,False,False,True
48601,15.92,4,0.0,7.4824,False,False,True,False,False,False,False,False,True,False
48601,52.29,9,0.0,16.2099,False,False,True,False,False,False,False,False,True,False
48601,91.99,1,0.0,3.6796,False,False,True,False,False,False,False,False,True,False
75220,20.8,2,0.2,6.5,False,True,False,True,False,False,False,False,False,True
44256,23.68,2,0.2,8.88,False,False,True,True,False,True,False,False,True,False
44256,452.45,5,0.5,-244.323,False,False,True,True,False,True,False,False,False,False
44256,62.982,3,0.4,-14.6958,False,False,True,True,False,True,False,False,False,True
44256,1188.0,9,0.7,-950.4,False,False,True,True,False,True,False,False,False,True
44256,89.584,2,0.2,4.4792,False,False,True,True,False,True,False,False,False,True
90032,93.06,6,0.0,26.0568,False,False,True,False,False,False,False,True,True,False
90032,302.376,3,0.2,22.6782,False,False,True,False,False,False,False,True,False,True
43017,5.584,2,0.2,1.8148,False,False,False,False,False,True,False,False,True,False
43017,22.704,6,0.2,8.2302,False,False,False,False,False,True,False,False,True,False
43017,19.776,4,0.7,-13.8432,False,False,False,False,False,True,False,False,True,False
43017,72.704,4,0.2,19.0848,False,False,False,False,False,True,False,False,False,False
43017,479.988,4,0.7,-383.9904,False,False,False,False,False,True,False,False,False,True
43017,27.168,2,0.2,2.7168,False,False,False,False,False,True,False,False,True,False
48227,2.2,1,0.0,0.968,False,False,True,True,False,False,False,False,True,False
48227,622.45,5,0.0,136.939,False,False,True,True,False,False,False,False,False,False
48227,21.98,1,0.0,0.2198,False,False,True,True,False,False,False,False,True,False
38401,161.568,2,0.2,-28.2744,False,False,True,False,False,False,True,False,False,False
38401,389.696,8,0.2,43.8408,False,False,True,False,False,False,True,False,False,False
28205,18.648,7,0.7,-12.432,False,False,True,True,False,False,True,False,True,False
33614,233.86,2,0.45,-102.048,False,False,True,False,True,False,True,False,False,False
33614,620.6145,3,0.45,-248.2458,False,False,True,False,True,False,True,False,False,False
33614,5.328,2,0.7,-3.552,False,False,True,False,True,False,True,False,True,False
33614,258.072,3,0.2,0.0,False,False,True,False,True,False,True,False,False,False
33614,617.976,3,0.2,-7.7247,False,False,True,False,True,False,True,False,False,True
95051,10.56,2,0.0,4.752,False,False,True,True,False,False,False,True,True,False
60610,25.92,5,0.2,9.396,False,True,False,False,False,False,False,False,True,False
60610,419.68,5,0.6,-356.728,False,True,False,False,False,False,False,False,False,False
60610,11.688,3,0.6,-4.6752,False,True,False,False,False,False,False,False,False,False
60610,31.984,2,0.2,11.1944,False,True,False,False,False,False,False,False,False,True
60610,177.225,5,0.5,-120.513,False,True,False,False,False,False,False,False,False,False
60610,4.044,3,0.6,-2.8308,False,True,False,False,False,False,False,False,False,False
60610,7.408,2,0.2,1.2038,False,True,False,False,False,False,False,False,True,False
55044,2001.86,7,0.0,580.5394,False,True,False,False,True,False,False,False,False,False
55044,166.72,2,0.0,41.68,False,True,False,False,True,False,False,False,True,False
55044,47.88,6,0.0,23.94,False,True,False,False,True,False,False,False,True,False
55044,1503.25,5,0.0,496.0725,False,True,False,False,True,False,False,False,True,False
55044,25.92,4,0.0,12.4416,False,True,False,False,True,False,False,False,True,False
94109,321.568,2,0.2,28.1372,False,True,False,False,False,False,False,True,False,False
92037,7.61,1,0.0,3.5767,False,False,True,False,False,False,False,True,True,False
92037,3347.37,13,0.0,636.0003,False,False,True,False,False,False,False,True,False,True
10024,80.58,6,0.0,22.5624,False,False,False,False,False,True,False,False,True,False
10024,361.92,4,0.0,162.864,False,False,False,False,False,True,False,False,True,False
60623,12.132,9,0.6,-8.4924,False,False,True,True,False,False,False,False,False,False
60623,82.368,2,0.2,-19.5624,False,False,True,True,False,False,False,False,True,False
60623,53.92,5,0.2,4.044,False,False,True,True,False,False,False,False,True,False
60623,647.904,6,0.2,56.6916,False,False,True,True,False,False,False,False,False,True
10009,20.37,3,0.0,6.9258,False,True,False,False,False,True,False,False,False,True
10009,221.55,3,0.0,6.6465,False,True,False,False,False,True,False,False,True,False
10009,17.52,5,0.2,6.132,False,True,False,False,False,True,False,False,True,False
77506,1.624,2,0.8,-4.466,False,False,True,True,False,False,False,False,True,False
77036,3059.982,3,0.4,-509.997,False,True,False,True,False,False,False,False,False,True
77036,2519.958,7,0.4,-251.9958,False,True,False,True,False,False,False,False,False,True
60610,328.224,4,0.2,28.7196,False,False,True,False,False,False,False,False,False,True
94513,79.9,2,0.0,35.156,False,False,True,False,False,False,False,True,False,True
27514,14.016,3,0.2,4.7304,False,False,True,True,False,False,True,False,True,False
7960,7.56,6,0.0,0.3024,False,False,True,False,False,True,False,False,True,False
45231,37.208,1,0.2,-7.4416,False,False,True,True,False,True,False,False,True,False
45231,57.576,3,0.2,21.591,False,False,True,True,False,True,False,False,True,False
94110,725.84,4,0.0,210.4936,False,True,False,True,False,False,False,True,True,False
94109,209.93,7,0.0,92.3692,False,False,False,False,False,False,False,True,False,True
94109,5.28,3,0.0,2.3232,False,False,False,False,False,False,False,True,False,False
94109,10.92,3,0.2,4.095,False,False,False,False,False,False,False,True,True,False
90301,8.82,2,0.0,4.0572,False,False,False,True,False,False,False,True,True,False
90301,5.98,1,0.0,1.5548,False,False,False,True,False,False,False,True,True,False
19140,11.648,2,0.2,4.0768,False,False,True,True,False,True,False,False,True,False
19140,18.176,4,0.2,5.9072,False,False,True,True,False,True,False,False,True,False
19140,59.712,6,0.2,5.9712,False,False,True,True,False,True,False,False,True,False
19140,24.84,3,0.2,8.694,False,False,True,True,False,True,False,False,True,False
77070,2.08,5,0.8,-3.432,False,True,False,False,False,False,False,False,True,False
77070,1114.4,7,0.2,376.11,False,True,False,False,False,False,False,False,False,True
90004,1038.84,5,0.2,51.942,False,False,True,False,False,False,False,True,False,False
97206,141.76,5,0.2,47.844,False,False,True,False,False,False,False,True,True,False
97206,239.8,5,0.2,47.96,False,False,True,False,False,False,False,True,False,True
97206,31.104,6,0.2,10.8864,False,False,True,False,False,False,False,True,True,False
33319,254.058,7,0.7,-169.372,False,True,False,True,False,False,True,False,True,False
33319,194.528,2,0.2,24.316,False,True,False,True,False,False,True,False,True,False
33319,961.48,5,0.2,-204.3145,False,True,False,True,False,False,True,False,True,False
43229,19.096,7,0.2,6.6836,False,True,False,False,True,True,False,False,True,False
43229,18.496,8,0.2,6.2424,False,True,False,False,True,True,False,False,True,False
43229,255.984,2,0.2,54.3966,False,True,False,False,True,True,False,False,False,True
43229,86.97,3,0.5,-48.7032,False,True,False,False,True,True,False,False,False,False
80906,300.416,8,0.2,78.8592,False,False,False,True,False,False,False,True,False,False
80906,230.352,3,0.2,20.1558,False,False,False,True,False,False,False,True,False,False
80906,218.352,3,0.2,-24.5646,False,False,False,True,False,False,False,True,False,False
80906,78.6,5,0.7,-62.88,False,False,False,True,False,False,False,True,True,False
80906,27.552,3,0.2,9.2988,False,False,False,True,False,False,False,True,True,False
7109,32.4,5,0.0,15.552,False,False,True,True,False,True,False,False,True,False
7109,1082.48,8,0.0,10.8248,False,False,True,True,False,True,False,False,True,False
7109,56.91,3,0.0,27.3168,False,False,True,True,False,True,False,False,True,False
7109,77.6,4,0.0,38.024,False,False,True,True,False,True,False,False,False,False
7109,14.28,1,0.0,6.5688,False,False,True,True,False,True,False,False,True,False
60623,219.075,3,0.5,-131.445,False,False,True,False,False,False,False,False,False,False
10024,26.8,2,0.0,12.864,False,True,False,True,False,True,False,False,False,False
48180,9.84,3,0.0,2.8536,False,False,True,True,False,False,False,False,True,False
8701,45.48,3,0.0,20.9208,False,False,True,False,True,True,False,False,True,False
8701,289.2,6,0.0,83.868,False,False,True,False,True,True,False,False,True,False
22204,4.89,1,0.0,2.0049,False,False,False,False,False,False,True,False,True,False
80004,15.136,4,0.2,3.5948,False,True,False,True,False,False,False,True,False,False
80004,466.768,2,0.2,52.5114,False,True,False,True,False,False,False,True,False,False
80004,15.232,1,0.2,1.7136,False,True,False,True,False,False,False,True,False,False
80004,6.264,3,0.2,2.0358,False,True,False,True,False,False,False,True,True,False
7601,87.54,3,0.0,37.6422,False,False,True,True,False,True,False,False,False,False
33710,178.384,2,0.2,22.298,False,False,True,True,False,False,True,False,False,True
33710,15.552,3,0.2,5.4432,False,False,True,True,False,False,True,False,True,False
19143,99.136,4,0.2,8.6744,False,False,False,True,False,True,False,False,True,False
10024,135.882,1,0.1,24.1568,False,False,True,False,True,True,False,False,False,False
10024,3991.98,2,0.0,1995.99,False,False,True,False,True,True,False,False,False,True
10024,275.94,6,0.0,80.0226,False,False,True,False,True,True,False,False,False,True
10024,360.0,4,0.0,129.6,False,False,True,False,True,True,False,False,False,True
10024,43.57,1,0.0,13.071,False,False,True,False,True,True,False,False,True,False
90805,7.16,2,0.0,3.58,False,False,True,True,False,False,False,True,True,False
92345,251.52,6,0.2,81.744,False,False,True,True,False,False,False,True,True,False
92345,99.99,1,0.0,34.9965,False,False,True,True,False,False,False,True,False,True
37130,15.992,1,0.2,0.9995,False,True,False,True,False,False,True,False,False,False
19143,290.898,3,0.4,-67.8762,False,False,False,False,False,True,False,False,False,True
19143,54.224,2,0.2,3.389,False,False,False,False,False,True,False,False,True,False
19143,786.744,4,0.3,-258.5016,False,False,False,False,False,True,False,False,False,False
19143,100.24,10,0.2,33.831,False,False,False,False,False,True,False,False,True,False
19143,37.764,6,0.7,-27.6936,False,False,False,False,False,True,False,False,True,False
19134,82.8,2,0.4,-20.7,False,True,False,False,False,True,False,False,False,True
19134,20.724,2,0.7,-13.816,False,True,False,False,False,True,False,False,True,False
19134,4.896,3,0.7,-3.4272,False,True,False,False,False,True,False,False,True,False
90045,4.752,1,0.2,1.6038,False,True,False,False,False,False,False,True,True,False
90045,959.984,2,0.2,335.9944,False,True,False,False,False,False,False,True,False,True
90045,14.368,4,0.2,4.49,False,True,False,False,False,False,False,True,True,False
94122,7.712,2,0.2,2.7956,False,False,True,True,False,False,False,True,True,False
94122,698.352,3,0.2,-17.4588,False,False,True,True,False,False,False,True,False,False
84041,4.96,4,0.0,2.3312,False,True,False,False,False,False,False,True,True,False
19140,17.856,4,0.2,1.116,False,True,False,True,False,True,False,False,True,False
19140,509.97,10,0.7,-407.976,False,True,False,True,False,True,False,False,True,False
19140,30.992,13,0.2,10.0724,False,True,False,True,False,True,False,False,True,False
19140,71.928,12,0.4,8.3916,False,True,False,True,False,True,False,False,False,True
78745,88.8,4,0.2,-2.22,False,False,True,False,False,False,False,False,True,False
94122,47.976,3,0.2,4.7976,False,False,True,False,False,False,False,True,False,True
1852,7.56,3,0.0,3.0996,False,False,True,False,False,True,False,False,True,False
1852,24.56,2,0.0,11.5432,False,False,True,False,False,True,False,False,True,False
1852,12.96,2,0.0,4.1472,False,False,True,False,False,True,False,False,True,False
10009,6.79,1,0.0,2.3086,False,False,False,False,True,True,False,False,False,True
10009,24.56,2,0.0,11.5432,False,False,False,False,True,True,False,False,True,False
10009,3.048,1,0.2,1.0668,False,False,False,False,True,True,False,False,True,False
10009,49.12,4,0.0,23.0864,False,False,False,False,True,True,False,False,True,False
10009,4355.168,4,0.2,1415.4296,False,False,False,False,True,True,False,False,True,False
10035,388.704,6,0.2,-4.8588,False,False,True,False,False,True,False,False,False,False
10035,8.26,2,0.0,3.7996,False,False,True,False,False,True,False,False,True,False
10035,17.04,4,0.0,6.9864,False,False,True,False,False,True,False,False,True,False
10035,34.4,5,0.0,15.824,False,False,True,False,False,True,False,False,True,False
28205,36.24,5,0.2,11.325,False,False,True,True,False,False,True,False,True,False
31907,647.84,8,0.0,168.4384,False,False,False,True,False,False,True,False,True,False
31907,20.7,2,0.0,9.936,False,False,False,True,False,False,True,False,True,False
10009,20.7,2,0.0,9.936,False,False,True,False,False,True,False,False,True,False
10009,488.646,3,0.1,86.8704,False,False,True,False,False,True,False,False,False,False
